city,state,avg_monthly_rent,avg_annual_income,avg_monthly_income,avg_rent_burden,zip_count,rent_burden_percent,affordability_category
Hampshire,IL,2518.75,112945.78810801158,9412.149009000965,0.7481014516543736,6,74.81014516543736,Severely Burdened
Hampstead,NC,1838.9444444444446,123195.69063338247,10266.307552781873,0.5473609617794832,6,54.736096177948326,Severely Burdened
Hampton,GA,1921.2063492063492,111190.82581700619,9265.902151417184,0.5413404004857417,6,54.13404004857417,Severely Burdened
Hampton,NH,2050.0,152965.14956125952,12747.095796771626,0.617234699738176,6,61.7234699738176,Severely Burdened
Hampton,VA,1729.686835106383,109422.14667766966,9118.51222313914,0.4857055022415633,30,48.57055022415633,Burdened
Hampton Bays,NY,13102.583333333334,188678.20853740547,15723.18404478379,1.4557002016617253,4,145.57002016617253,Severely Burdened
Hamtramck,MI,1160.0,100540.9201802237,8378.41001501864,0.34517892263392413,6,34.51789226339241,Borderline
Hanahan,SC,1771.6507936507935,108641.32003582362,9053.443336318634,0.5220067630759385,6,52.20067630759385,Severely Burdened
Hanceville,AL,1186.0,128912.30638568995,10742.692198807497,0.34183467720512367,6,34.18346772051237,Borderline
Hanford,CA,2102.201388888889,118985.4744889924,9915.456207416035,0.5845154661701489,6,58.45154661701489,Severely Burdened
Hanover,MA,2947.3809523809523,150241.17690300496,12520.098075250415,0.4526460612310216,5,45.264606123102155,Burdened
Hanover,MD,2440.6798941798943,113975.61740288995,9497.968116907496,0.7194837678870201,6,71.948376788702,Severely Burdened
Hanover,NH,4600.0,190692.19617820162,15891.01634818347,0.705973329560853,5,70.5973329560853,Severely Burdened
Hanover,PA,1304.6136363636365,127283.94346760331,10606.995288966944,0.3925540652946993,6,39.25540652946993,Borderline
Hanover Park,IL,2430.1388888888887,101485.222898043,8457.101908170249,0.6954873058115424,6,69.54873058115425,Severely Burdened
Happy Valley,OR,1840.011111111111,121241.10137466232,10103.425114555192,0.5475557869373265,6,54.75557869373265,Severely Burdened
Hardeeville,SC,1706.3166666666666,111872.4046464538,9322.700387204482,0.5083476837375444,6,50.834768373754436,Severely Burdened
Harker Heights,TX,1556.7012263099216,116927.0910627244,9743.924255227032,0.43655652176000603,6,43.6556521760006,Burdened
Harleysville,PA,1916.4166666666663,122642.3828931686,10220.198574430717,0.6222001744578949,6,62.22001744578949,Severely Burdened
Harlingen,TX,1146.798115079365,128152.32165776729,10679.360138147274,0.31869852809194926,12,31.869852809194928,Borderline
Harper Woods,MI,1370.6666666666667,99207.44864137874,8267.28738678156,0.397304404705264,6,39.7304404705264,Borderline
Harriman,TN,950.0,124007.50314612535,10333.958595510447,0.27756764899052294,6,27.756764899052293,Affordable
Harrisburg,NC,2456.3888888888887,116334.02049401787,9694.501707834823,0.7313944055563164,6,73.13944055563164,Severely Burdened
Harrisburg,PA,1353.6021138583637,120198.52520692273,10016.54376724356,0.40459777486136167,52,40.45977748613617,Burdened
Harrisburg,SD,1431.1333333333332,139957.39661909384,11663.116384924486,0.42192733112286146,6,42.19273311228615,Burdened
Harrison,NJ,2555.6708754208753,104742.86064605923,8728.571720504937,0.7695630743194571,6,76.95630743194572,Severely Burdened
Harrison,NY,4857.944444444444,255801.29821866952,21316.774851555794,0.729780974369539,5,72.9780974369539,Severely Burdened
Harrison,OH,1810.0,112225.38952741279,9352.115793951065,0.5312377081685496,6,53.123770816854964,Severely Burdened
Harrison Township,MI,1373.9166666666667,122611.09586403187,10217.591322002656,0.40939021002003145,6,40.939021002003145,Burdened
Harrisonburg,VA,1781.7215099715097,122035.5318149854,10169.627651248784,0.5206585727101695,12,52.065857271016945,Severely Burdened
Harrisonville,MO,1197.0,119754.36186302525,9979.530155252105,0.3562554537382769,6,35.62554537382769,Borderline
Harrodsburg,KY,835.0,105436.79550872113,8786.39962572676,0.24074626386349,6,24.074626386349,Affordable
Hartford,CT,1590.5474531024531,120428.51458569468,10035.709548807888,0.4670292677668833,35,46.70292677668833,Burdened
Hartford,SD,1189.4761904761906,118129.41688070078,9844.118073391732,0.34898557592152185,6,34.89855759215219,Borderline
Hartford,VT,1875.0,112699.07249249151,9391.589374374293,0.5634890885777434,6,56.34890885777434,Severely Burdened
Hartford,WI,1067.5,125054.7599846322,10421.22999871935,0.317345511516106,6,31.734551151610603,Borderline
Hartland,MI,2078.6666666666665,114284.69978195378,9523.724981829482,0.6428599005852815,6,64.28599005852816,Severely Burdened
Hartland,WI,1802.2222222222224,168322.79728347933,14026.899773623276,0.5607199396320306,6,56.071993963203056,Severely Burdened
Hartsville,SC,1125.0,118951.42047570174,9912.618372975145,0.32147805015336745,6,32.14780501533674,Borderline
Harvest,AL,1714.5833333333333,110000.21873560284,9166.684894633569,0.5031571571930074,6,50.315715719300734,Severely Burdened
Harvey,LA,1286.290404040404,123408.06608852597,10284.005507377164,0.35596653359201175,6,35.59665335920118,Borderline
Harwood Heights,IL,2518.3333333333335,121224.3017873109,10102.025148942575,0.7468991752234008,6,74.68991752234008,Severely Burdened
Hasbrouck Heights,NJ,3000.0,133579.67605987063,11131.639671655887,0.4653726570746003,5,46.53726570746003,Burdened
Haslet,TX,2225.03431372549,113705.63222225146,9475.469351854288,0.6363267322679697,6,63.63267322679697,Severely Burdened
Haslett,MI,1327.6666666666667,119481.12320428109,9956.760267023425,0.41208074062032735,6,41.208074062032736,Burdened
Hastings,MN,1456.5,116715.73338670914,9726.311115559094,0.44193761242011215,6,44.19376124201121,Burdened
Hastings,NE,1101.6666666666667,136899.51847058785,11408.29320588232,0.31611190259370825,6,31.611190259370826,Borderline
Hastings on Hudson,NY,3177.0,182750.16294242739,15229.180245202282,0.47979012527453546,5,47.97901252745355,Burdened
Hatfield,PA,1720.138888888889,119670.7360590938,9972.561338257818,0.5252211109083111,6,52.52211109083112,Severely Burdened
Hattiesburg,MS,1343.8300264550264,183128.71481724692,15260.726234770578,0.371054010485119,12,37.1054010485119,Borderline
Hauppauge,NY,3292.379629629629,146082.8234797725,12173.568623314375,0.5050181303246487,5,50.501813032464874,Severely Burdened
Havelock,NC,1414.920634920635,107370.82620265124,8947.568850220936,0.3944475614594967,6,39.444756145949675,Borderline
Haverford,PA,1798.9166666666663,254425.51732221965,21202.126443518304,0.5900952494732135,6,59.009524947321346,Severely Burdened
Haverhill,MA,2328.7672879589545,112844.2665880696,9403.688882339135,0.690610536266576,18,69.0610536266576,Severely Burdened
Haverstraw,NY,3076.0,111287.74037009408,9273.978364174507,0.8810727144781237,6,88.10727144781238,Severely Burdened
Havertown,PA,1687.4166666666667,113340.86949820584,9445.07245818382,0.5275727436383928,6,52.75727436383928,Severely Burdened
Havre de Grace,MD,1526.75,109652.58995591941,9137.71582965995,0.45273256519237065,6,45.273256519237066,Burdened
Haw River,NC,1849.0,123039.06640373233,10253.25553364436,0.5219006096924751,6,52.19006096924751,Severely Burdened
Hawthorne,CA,2064.628472222222,113979.10526667908,9498.258772223257,0.5840634964486316,6,58.40634964486316,Severely Burdened
Hayden,ID,2126.8333333333335,152576.04753847758,12714.670628206464,0.6198346256645842,6,61.98346256645843,Severely Burdened
Hayesville,OR,1776.5277777777776,141683.97914972957,11806.998262477462,0.49537259399311134,6,49.53725939931113,Burdened
Haymarket,VA,4000.0,142367.28485295633,11863.940404413028,0.6147956118284388,5,61.47956118284388,Severely Burdened
Hays,KS,930.0,126154.24197255618,10512.853497713013,0.27100522395958776,6,27.100522395958777,Affordable
Haysville,KS,1347.5,105481.74170315731,8790.145141929775,0.392146692017966,6,39.214669201796596,Borderline
Hayward,CA,2526.7216617933723,117156.89121164511,9763.074267637092,0.7233386473681221,24,72.33386473681222,Severely Burdened
Hazel Crest,IL,2355.0,114771.42633902683,9564.285528252236,0.6565742492471843,6,65.65742492471843,Severely Burdened
Hazel Park,MI,1522.074074074074,119393.49769378015,9949.458141148347,0.46120968940762513,6,46.120968940762516,Burdened
Hazelwood,MO,1440.111111111111,105355.14041396444,8779.595034497037,0.4036032004565376,6,40.36032004565376,Burdened
Hazlet Township,NJ,2598.15,107006.07619235244,8917.173016029368,0.79178461017478,6,79.178461017478,Severely Burdened
Healdsburg,CA,3240.8333333333335,205243.8655264637,17103.65546053864,0.4892983156898171,5,48.929831568981704,Burdened
Heber City,UT,2529.2497835497834,150440.75781208096,12536.729817673413,0.7479671487839686,6,74.79671487839687,Severely Burdened
Hebron,KY,2067.5,131865.18833557962,10988.765694631635,0.6170755363831326,6,61.707553638313264,Severely Burdened
Helena,AL,1892.1666666666667,108501.86449378805,9041.822041149004,0.5672056596200433,6,56.72056596200433,Severely Burdened
Helena,MT,1779.0555555555557,121849.48374715618,10154.12364559635,0.5214316431770186,12,52.14316431770186,Severely Burdened
Hellertown,PA,1725.0,129408.894108135,10784.07450901125,0.5232307629314146,6,52.323076293141455,Severely Burdened
Helotes,TX,1922.324074074074,122748.97998121679,10229.081665101401,0.5759200922269848,6,57.59200922269848,Severely Burdened
Hemet,CA,1998.2892416225748,118669.27862725133,9889.106552270943,0.5667855010767895,18,56.67855010767895,Severely Burdened
Hempstead,NY,3564.388888888889,128016.3074202354,10668.02561835295,0.5636633171815995,5,56.36633171815995,Severely Burdened
Henderson,NC,894.7222222222222,133045.67069696338,11087.139224746948,0.24838669625874946,6,24.838669625874946,Affordable
Henderson,NV,1889.6389882566882,156166.1297422474,13013.844145187284,0.5349028381018214,48,53.490283810182135,Severely Burdened
Hendersonville,NC,1887.8584656084656,120874.55662007697,10072.879718339747,0.553497776041191,18,55.3497776041191,Severely Burdened
Hendersonville,TN,1655.1156509274952,128292.25587123384,10691.021322602819,0.4871568220665157,6,48.71568220665157,Burdened
Henrico,VA,1696.2724501042048,124962.69204640482,10413.557670533735,0.49555233484952704,42,49.5552334849527,Burdened
Henrietta,NY,1420.8333333333333,110860.52205965687,9238.37683830474,0.41589203295289084,6,41.58920329528908,Burdened
Hephzibah,GA,1538.888888888889,102912.47575626177,8576.039646355146,0.43041716002627073,6,43.04171600262707,Burdened
Hercules,CA,2868.9166666666665,109036.51906570171,9086.376588808476,0.8402277999492459,6,84.02277999492459,Severely Burdened
Hermiston,OR,1636.1666666666667,114740.46230622909,9561.705192185756,0.45636667632634215,6,45.636667632634214,Burdened
Hermosa Beach,CA,3915.490740740741,206071.18418829577,17172.59868235798,0.5887017024626044,5,58.87017024626044,Severely Burdened
Hernando,FL,1530.0,129416.79011000025,10784.732509166688,0.4428091131790017,6,44.28091131790017,Burdened
Hernando,MS,2100.0,123523.16066043347,10293.596721702788,0.6088311166981152,6,60.88311166981152,Severely Burdened
Herndon,VA,2360.3410341871563,123026.80483270541,10252.233736058783,0.7491604760162548,12,74.91604760162548,Severely Burdened
Herriman,UT,2003.0222965440355,116531.27297473878,9710.939414561566,0.596608339047999,6,59.6608339047999,Severely Burdened
Hershey,PA,1806.527777777778,129011.07306211985,10750.922755176654,0.5806678387696528,6,58.066783876965275,Severely Burdened
Hesperia,CA,2254.477513227513,107145.9539702986,8928.829497524883,0.633076437046009,12,63.3076437046009,Severely Burdened
Hesperus,CO,1795.952380952381,127107.8545991046,10592.321216592049,0.522582524272938,6,52.258252427293804,Severely Burdened
Hewitt,TX,1698.7333333333336,111952.92888044605,9329.41074003717,0.48495429668592055,6,48.49542966859205,Burdened
Hialeah,FL,2484.932886034064,129258.80294772524,10771.566912310438,0.7044194674859688,36,70.44194674859689,Severely Burdened
Hiawassee,GA,2450.0,185348.0020642002,15445.66683868335,0.7027581213194178,6,70.27581213194179,Severely Burdened
Hiawatha,IA,1132.5,143431.55910165483,11952.629925137904,0.32178247801503174,6,32.178247801503176,Borderline
Hickory,NC,1382.6470085470085,131030.13386015758,10919.1778216798,0.3941003254171853,12,39.41003254171853,Borderline
Hicksville,NY,2902.571428571429,111509.5804797553,9292.465039979608,0.862464197478833,6,86.2464197478833,Severely Burdened
High Point,NC,1355.2243316624897,151690.00135399817,12640.833446166514,0.3815681397154328,18,38.15681397154328,Borderline
Highland,CA,2080.5873015873017,135599.31399569157,11299.942832974295,0.5801109051978582,6,58.011090519785824,Severely Burdened
Highland,IL,1200.0,116332.55557980873,9694.379631650727,0.3525044408830765,6,35.250444088307646,Borderline
Highland,IN,1573.8444444444442,112096.68317404822,9341.39026450402,0.4686471362627784,6,46.86471362627784,Burdened
Highland,NY,1931.6666666666667,114386.8301257501,9532.235843812508,0.5541163175833608,6,55.41163175833608,Severely Burdened
Highland Falls,NY,3533.3333333333335,126279.39546689545,10523.282955574621,0.5546698084157893,5,55.46698084157893,Severely Burdened
Highland Park,IL,2856.8888888888887,244334.49614126212,20361.208011771843,0.4281660971238083,5,42.81660971238083,Burdened
Highland Park,NJ,2428.2833333333333,122701.68173965509,10225.140144971256,0.734600760798363,6,73.4600760798363,Severely Burdened
Highland Park,TX,2967.643852676206,395892.9101559791,32991.07584633159,0.4418494202837338,5,44.18494202837338,Burdened
Highland Village,TX,1763.2938888888891,136698.99841204644,11391.583201003872,0.5183621684019724,6,51.83621684019724,Severely Burdened
Highlands Ranch,CO,2536.4330448770756,130521.0603254484,10876.7550271207,0.6629441144698168,17,66.29441144698168,Severely Burdened
Hightstown,NJ,2355.1111111111113,112782.38274255006,9398.531895212507,0.7286226333634014,6,72.86226333634013,Severely Burdened
Highwood,IL,2314.111111111111,133580.5796276844,11131.7149689737,0.6621552002985732,6,66.21552002985732,Severely Burdened
Hilliard,OH,1510.5653921568628,116031.28236219937,9669.273530183282,0.44596726706485174,6,44.59672670648517,Burdened
Hillsboro,OR,2043.2708500417882,117556.06160641134,9796.338467200943,0.5917591161276631,12,59.175911612766306,Severely Burdened
Hillsboro,TX,1064.5,129227.3150665011,10768.942922208427,0.29891727025836196,6,29.891727025836197,Affordable
Hillsborough,CA,3505.1196969696966,312538.2951573792,26044.8579297816,0.52479341450341,5,52.479341450340996,Severely Burdened
Hillsborough,NC,1500.922619047619,136180.65677722264,11348.388064768553,0.4353941846431923,6,43.539418464319226,Burdened
Hillside,IL,1800.0,144459.5058578987,12038.292154824894,0.5012292239740291,6,50.12292239740292,Severely Burdened
Hillside,NJ,3283.1666666666665,165700.01515070087,13808.33459589174,0.5059218568814382,5,50.59218568814382,Severely Burdened
Hilo,HI,2047.527777777778,114915.14600467034,9576.262167055862,0.6277482932227211,6,62.774829322272105,Severely Burdened
Hilton,NY,1322.222222222222,141393.06895496353,11782.755746246961,0.390923212166068,6,39.0923212166068,Borderline
Hilton Head Island,SC,3328.4583333333335,175182.7323701894,14598.561030849116,0.5083435478687113,10,50.83435478687113,Severely Burdened
Hinesville,GA,1701.7026224982746,118996.151883372,9916.345990281001,0.4690283514530503,6,46.902835145305026,Burdened
Hingham,MA,3229.6666666666665,219737.05886942922,18311.421572452437,0.4851377228682304,5,48.51377228682304,Burdened
Hinsdale,IL,3807.5,279655.3500732618,23304.612506105157,0.5741828865332403,5,57.41828865332403,Severely Burdened
Hiram,GA,1959.108333333333,135906.75016306856,11325.56251358905,0.5522824857074945,6,55.22824857074945,Severely Burdened
Hitchcock,TX,1463.0833333333333,141686.88455081146,11807.240379234287,0.40140649263834915,6,40.140649263834916,Burdened
Hixson,TN,1688.821548821549,120331.10437574955,10027.592031312464,0.478401348986965,6,47.840134898696505,Burdened
Hobart,IN,1287.6666666666667,108683.2528567213,9056.937738060109,0.3825174844449133,6,38.25174844449133,Borderline
Hobbs,NM,1276.9444444444443,122824.12525538,10235.343771281667,0.3672019054184241,6,36.72019054184241,Borderline
Hobe Sound,FL,2383.3333333333335,374377.00430048205,31198.083691706834,0.6848473135643367,6,68.48473135643367,Severely Burdened
Hoboken,NJ,3864.750089325389,177685.61857340919,14807.13488111743,0.5828588201294824,5,58.28588201294824,Severely Burdened
Hockessin,DE,2900.0,153766.38296616645,12813.865247180536,0.4448101367943506,5,44.48101367943506,Burdened
Hockley,TX,1974.641666666667,141627.40770393473,11802.283975327897,0.5508800994229598,6,55.088009942295976,Severely Burdened
